# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu May 21 09:12:17 2020
#
# User preference: *
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_rade:        Planet Radius [Earth radii]
#
pl_hostname,pl_letter,pl_name,pl_discmethod,pl_eqt,pl_rade
K2-13,b,K2-13 b,Transit,511,1.890
K2-130,b,K2-130 b,Transit,,1.250
K2-131,b,K2-131 b,Transit,2062,1.700
K2-132,b,K2-132 b,Transit,,14.572
K2-133,b,K2-133 b,Transit,,1.340
K2-133,c,K2-133 c,Transit,,1.603
K2-133,d,K2-133 d,Transit,,2.003
K2-133,e,K2-133 e,Transit,296,1.730
K2-136,b,K2-136 b,Transit,553,0.990
K2-136,c,K2-136 c,Transit,425,2.910
K2-136,d,K2-136 d,Transit,373,1.450
K2-137,b,K2-137 b,Transit,1471,0.890
K2-138,b,K2-138 b,Transit,,1.570
K2-138,c,K2-138 c,Transit,,2.520
K2-138,d,K2-138 d,Transit,,2.660
K2-138,e,K2-138 e,Transit,,3.290
K2-138,f,K2-138 f,Transit,,2.810
K2-139,b,K2-139 b,Transit,524,9.110
K2-14,b,K2-14 b,Transit,488,4.810
K2-140,b,K2-140 b,Transit,957,12.250
K2-141,b,K2-141 b,Transit,,1.510
K2-141,c,K2-141 c,Transit,,7.000
K2-146,b,K2-146 b,Transit,,2.050
K2-146,c,K2-146 c,Transit,,2.190
K2-147,b,K2-147 b,Transit,,1.380
K2-148,b,K2-148 b,Transit,,1.330
K2-148,c,K2-148 c,Transit,,1.730
K2-148,d,K2-148 d,Transit,,1.640
K2-149,b,K2-149 b,Transit,,1.640
K2-15,b,K2-15 b,Transit,676,2.480
K2-150,b,K2-150 b,Transit,,2.000
K2-151,b,K2-151 b,Transit,566,1.490
K2-152,b,K2-152 b,Transit,337,2.290
K2-153,b,K2-153 b,Transit,497,2.000
K2-154,b,K2-154 b,Transit,715,1.990
K2-154,c,K2-154 c,Transit,552,2.070
K2-155,b,K2-155 b,Transit,708,1.800
K2-155,c,K2-155 c,Transit,583,2.600
K2-155,d,K2-155 d,Transit,381,1.900
K2-156,b,K2-156 b,Transit,1347,1.150
K2-157,b,K2-157 b,Transit,,1.055
K2-158,b,K2-158 b,Transit,794,2.640
K2-158,c,K2-158 c,Transit,948,1.280
K2-159,b,K2-159 b,Transit,684,2.260
K2-16,b,K2-16 b,Transit,658,2.020
K2-16,c,K2-16 c,Transit,485,2.540
K2-160,b,K2-160 b,Transit,,3.178
K2-161,b,K2-161 b,Transit,,6.117
K2-162,b,K2-162 b,Transit,631,1.440
K2-163,b,K2-163 b,Transit,,2.466
K2-164,b,K2-164 b,Transit,,3.249
K2-165,b,K2-165 b,Transit,,1.274
K2-165,c,K2-165 c,Transit,,1.554
K2-165,d,K2-165 d,Transit,,2.648
K2-166,b,K2-166 b,Transit,1140,2.190
K2-167,b,K2-167 b,Transit,,2.819
K2-168,b,K2-168 b,Transit,766,1.860
K2-169,b,K2-169 b,Transit,,1.273
K2-17,b,K2-17 b,Transit,487,2.230
K2-170,b,K2-170 b,Transit,,1.418
K2-170,c,K2-170 c,Transit,,1.802
K2-171,b,K2-171 b,Transit,,2.687
K2-172,b,K2-172 b,Transit,,1.666
K2-172,c,K2-172 c,Transit,,3.206
K2-173,b,K2-173 b,Transit,,1.608
K2-174,b,K2-174 b,Transit,455,2.600
K2-175,b,K2-175 b,Transit,,2.038
K2-176,b,K2-176 b,Transit,,1.491
K2-177,b,K2-177 b,Transit,,2.116
K2-178,b,K2-178 b,Transit,,3.558
K2-179,b,K2-179 b,Transit,,2.513
K2-18,b,K2-18 b,Transit,284,2.370
K2-18,c,K2-18 c,Radial Velocity,363,
K2-180,b,K2-180 b,Transit,731,2.310
K2-181,b,K2-181 b,Transit,962,2.840
K2-182,b,K2-182 b,Transit,885,2.760
K2-183,b,K2-183 b,Transit,,2.599
K2-183,c,K2-183 c,Transit,787,2.870
K2-183,d,K2-183 d,Transit,615,2.860
K2-184,b,K2-184 b,Transit,580,1.550
K2-185,b,K2-185 b,Transit,,1.313
K2-186,b,K2-186 b,Transit,,3.172
K2-187,b,K2-187 b,Transit,1815,1.300
K2-187,c,K2-187 c,Transit,1173,1.800
K2-187,d,K2-187 d,Transit,865,3.170
K2-187,e,K2-187 e,Transit,698,2.380
K2-188,b,K2-188 b,Transit,1692,1.350
K2-188,c,K2-188 c,Transit,1026,2.830
K2-189,b,K2-189 b,Transit,1197,1.520
K2-189,c,K2-189 c,Transit,872,2.500
K2-19,b,K2-19 b,Transit,854,7.740
K2-19,c,K2-19 c,Transit,745,4.860
K2-19,d,K2-19 d,Transit,1252,1.140
K2-190,b,K2-190 b,Transit,,1.357
K2-190,c,K2-190 c,Transit,,1.093
K2-191,b,K2-191 b,Transit,,1.579
K2-192,b,K2-192 b,Transit,939,1.520
K2-193,b,K2-193 b,Transit,739,3.950
K2-194,b,K2-194 b,Transit,,3.642
K2-195,b,K2-195 b,Transit,720,3.130
K2-195,c,K2-195 c,Transit,,2.576
K2-196,b,K2-196 b,Transit,,3.600
K2-197,b,K2-197 b,Transit,848,2.560
K2-198,b,K2-198 b,Transit,716,4.189
K2-198,c,K2-198 c,Transit,1230,1.423
K2-198,d,K2-198 d,Transit,943,2.438
K2-199,b,K2-199 b,Transit,861,1.870
K2-199,c,K2-199 c,Transit,653,2.780
K2-200,b,K2-200 b,Transit,,1.364
K2-201,b,K2-201 b,Transit,,1.400
K2-201,c,K2-201 c,Transit,,3.286
K2-202,b,K2-202 b,Transit,,2.302
K2-203,b,K2-203 b,Transit,,1.371
K2-204,b,K2-204 b,Transit,,3.046
K2-205,b,K2-205 b,Transit,,1.996
K2-206,b,K2-206 b,Transit,,2.795
K2-207,b,K2-207 b,Transit,,2.606
K2-208,b,K2-208 b,Transit,,1.679
K2-209,b,K2-209 b,Transit,,0.869
K2-21,b,K2-21 b,Transit,,1.840
K2-21,c,K2-21 c,Transit,,2.490
K2-210,b,K2-210 b,Transit,,0.819
K2-211,b,K2-211 b,Transit,,1.375
K2-212,b,K2-212 b,Transit,542,2.520
K2-213,b,K2-213 b,Transit,,1.514
K2-214,b,K2-214 b,Transit,1006,2.430
K2-215,b,K2-215 b,Transit,,2.124
K2-216,b,K2-216 b,Transit,1103,1.750
K2-217,b,K2-217 b,Transit,,3.579
K2-218,b,K2-218 b,Transit,,2.569
K2-219,b,K2-219 b,Transit,,1.348
K2-219,c,K2-219 c,Transit,,1.438
K2-219,d,K2-219 d,Transit,,2.576
K2-22,b,K2-22 b,Transit,2100,2.500
K2-220,b,K2-220 b,Transit,758,2.390
K2-221,b,K2-221 b,Transit,,1.679
K2-222,b,K2-222 b,Transit,801,2.390
K2-223,b,K2-223 b,Transit,2271,0.890
K2-223,c,K2-223 c,Transit,1091,1.570
K2-224,b,K2-224 b,Transit,1002,1.560
K2-224,c,K2-224 c,Transit,764,2.410
K2-225,b,K2-225 b,Transit,902,3.490
K2-226,b,K2-226 b,Transit,1120,1.540
K2-227,b,K2-227 b,Transit,,1.666
K2-228,b,K2-228 b,Transit,914,1.210
K2-229,b,K2-229 b,Transit,1818,1.140
K2-229,c,K2-229 c,Transit,750,2.030
K2-230,b,K2-230 b,Transit,1529,1.960
K2-231,b,K2-231 b,Transit,,2.500
K2-232,b,K2-232 b,Transit,1030,11.209
K2-233,b,K2-233 b,Transit,1040,1.398
K2-233,c,K2-233 c,Transit,728,1.335
K2-233,d,K2-233 d,Transit,482,2.640
K2-237,b,K2-237 b,Transit,1838,18.405
K2-238,b,K2-238 b,Transit,1587,14.572
K2-239,b,K2-239 b,Transit,502,1.100
K2-239,c,K2-239 c,Transit,427,1.000
K2-239,d,K2-239 d,Transit,399,1.100
K2-24,b,K2-24 b,Transit,,5.400
K2-24,c,K2-24 c,Transit,,7.500
K2-240,b,K2-240 b,Transit,586,2.000
K2-240,c,K2-240 c,Transit,389,1.800
K2-241,b,K2-241 b,Transit,507,2.550
K2-242,b,K2-242 b,Transit,416,2.540
K2-243,b,K2-243 b,Transit,1035,2.170
K2-243,c,K2-243 c,Transit,801,2.010
K2-244,b,K2-244 b,Transit,638,1.750
K2-245,b,K2-245 b,Transit,923,4.340
K2-246,b,K2-246 b,Transit,977,3.490
K2-247,b,K2-247 b,Transit,979,2.120
K2-247,c,K2-247 c,Transit,688,2.190
K2-248,b,K2-248 b,Transit,886,2.570
K2-249,b,K2-249 b,Transit,1061,2.790
K2-25,b,K2-25 b,Transit,,3.430
K2-250,b,K2-250 b,Transit,958,2.440
K2-251,b,K2-251 b,Transit,437,2.350
K2-252,b,K2-252 b,Transit,639,1.740
K2-253,b,K2-253 b,Transit,1238,12.670
K2-254,b,K2-254 b,Transit,791,1.630
K2-254,c,K2-254 c,Transit,551,2.190
K2-255,b,K2-255 b,Transit,1034,2.900
K2-256,b,K2-256 b,Transit,845,2.630
K2-257,b,K2-257 b,Transit,789,0.830
K2-258,b,K2-258 b,Transit,831,3.000
K2-259,b,K2-259 b,Transit,795,2.320
K2-26,b,K2-26 b,Transit,430,2.670
K2-260,b,K2-260 b,Transit,1957,17.396
K2-261,b,K2-261 b,Transit,1080,9.528
K2-263,b,K2-263 b,Transit,470,2.410
K2-264,b,K2-264 b,Transit,496,2.231
K2-264,c,K2-264 c,Transit,331,2.668
K2-265,b,K2-265 b,Transit,,1.710
K2-266,b,K2-266 b,Transit,1515,3.300
K2-266,c,K2-266 c,Transit,665,0.705
K2-266,d,K2-266 d,Transit,538,2.930
K2-266,e,K2-266 e,Transit,490,2.730
K2-268,b,K2-268 b,Transit,1121,1.410
K2-268,c,K2-268 c,Transit,688,2.690
K2-269,b,K2-269 b,Transit,1429,1.570
K2-27,b,K2-27 b,Transit,902,4.480
K2-270,b,K2-270 b,Transit,1203,1.380
K2-270,c,K2-270 c,Transit,848,2.950
K2-271,b,K2-271 b,Transit,893,7.280
K2-272,b,K2-272 b,Transit,655,2.910
K2-273,b,K2-273 b,Transit,672,4.420
K2-274,b,K2-274 b,Transit,589,2.200
K2-275,b,K2-275 b,Transit,905,2.240
K2-275,c,K2-275 c,Transit,660,2.340
K2-276,b,K2-276 b,Transit,583,3.770
K2-277,b,K2-277 b,Transit,958,2.070
K2-278,b,K2-278 b,Transit,1711,2.980
K2-279,b,K2-279 b,Transit,879,1.210
K2-28,b,K2-28 b,Transit,568,2.320
K2-280,b,K2-280 b,Transit,744,7.670
K2-281,b,K2-281 b,Transit,665,8.180
K2-282,b,K2-282 b,Transit,1057,2.820
K2-283,b,K2-283 b,Transit,1186,3.520
K2-284,b,K2-284 b,Transit,653,2.780
K2-285,b,K2-285 b,Transit,1089,2.590
K2-285,c,K2-285 c,Transit,741,3.530
K2-285,d,K2-285 d,Transit,620,2.480
K2-285,e,K2-285 e,Transit,501,1.950
K2-286,b,K2-286 b,Transit,347,2.100
K2-287,b,K2-287 b,Transit,804,9.494
K2-288 B,b,K2-288 B b,Transit,226,1.900
K2-289,b,K2-289 b,Transit,753,9.100
K2-29,b,K2-29 b,Transit,1171,13.339
K2-290,b,K2-290 b,Transit,1230,3.060
K2-290,c,K2-290 c,Transit,676,11.276
K2-291,b,K2-291 b,Transit,,1.589
K2-293,b,K2-293 b,Transit,750,2.450
K2-294,b,K2-294 b,Transit,1425,1.660
K2-295,b,K2-295 b,Transit,852,10.054
K2-3,b,K2-3 b,Transit,,
K2-3,c,K2-3 c,Transit,,
K2-3,d,K2-3 d,Transit,,
K2-30,b,K2-30 b,Transit,1092,11.646
K2-308,b,K2-308 b,Transit,,9.916
K2-31,b,K2-31 b,Transit,,11.882
K2-32,b,K2-32 b,Transit,,4.960
K2-32,c,K2-32 c,Transit,,2.740
K2-32,d,K2-32 d,Transit,,3.270
K2-32,e,K2-32 e,Transit,,1.010
K2-33,b,K2-33 b,Transit,,5.040
K2-34,b,K2-34 b,Transit,1559,13.960
K2-35,b,K2-35 b,Transit,,1.930
K2-35,c,K2-35 c,Transit,,1.320
K2-36,b,K2-36 b,Transit,1224,1.430
K2-36,c,K2-36 c,Transit,788,3.200
K2-37,b,K2-37 b,Transit,974,1.610
K2-37,c,K2-37 c,Transit,861,2.750
K2-37,d,K2-37 d,Transit,663,2.730
K2-38,b,K2-38 b,Transit,,1.906
K2-38,c,K2-38 c,Transit,858,2.420
K2-39,b,K2-39 b,Transit,,6.277
K2-4,b,K2-4 b,Transit,,2.100
K2-42,b,K2-42 b,Transit,,2.150
K2-43,b,K2-43 b,Transit,939,4.510
K2-43,c,K2-43 c,Transit,1094,2.420
K2-44,b,K2-44 b,Transit,,2.720
K2-45,b,K2-45 b,Transit,,6.710
K2-46,b,K2-46 b,Transit,,2.050
K2-47,b,K2-47 b,Transit,,1.890
K2-48,b,K2-48 b,Transit,,2.240
K2-49,b,K2-49 b,Transit,,1.930
K2-5,b,K2-5 b,Transit,565,1.910
K2-5,c,K2-5 c,Transit,456,2.260
K2-50,b,K2-50 b,Transit,,1.590
K2-52,b,K2-52 b,Transit,2004,18.000
K2-53,b,K2-53 b,Transit,665,2.600
K2-54,b,K2-54 b,Transit,,1.150
K2-55,b,K2-55 b,Transit,,3.820
K2-57,b,K2-57 b,Transit,,2.100
K2-58,b,K2-58 b,Transit,,2.680
K2-58,c,K2-58 c,Transit,,1.620
K2-58,d,K2-58 d,Transit,,1.710
K2-59,b,K2-59 b,Transit,,2.410
K2-59,c,K2-59 c,Transit,,2.300
K2-6,b,K2-6 b,Transit,615,2.500
K2-60,b,K2-60 b,Transit,1400,7.656
K2-61,b,K2-61 b,Transit,,2.480
K2-62,b,K2-62 b,Transit,,2.140
K2-62,c,K2-62 c,Transit,,2.140
K2-63,b,K2-63 b,Transit,,3.220
K2-63,c,K2-63 c,Transit,,3.900
K2-64,b,K2-64 b,Transit,,2.070
K2-65,b,K2-65 b,Transit,,1.580
K2-66,b,K2-66 b,Transit,1372,2.490
K2-68,b,K2-68 b,Transit,,1.580
K2-69,b,K2-69 b,Transit,,2.320
K2-7,b,K2-7 b,Transit,651,2.670
K2-70,b,K2-70 b,Transit,,2.890
K2-71,b,K2-71 b,Transit,,2.150
K2-72,b,K2-72 b,Transit,,1.080
K2-72,c,K2-72 c,Transit,,1.160
K2-72,d,K2-72 d,Transit,,1.010
K2-72,e,K2-72 e,Transit,,1.290
K2-73,b,K2-73 b,Transit,,2.450
K2-74,b,K2-74 b,Transit,,2.310
K2-75,b,K2-75 b,Transit,,2.670
K2-75,c,K2-75 c,Transit,,2.770
K2-77,b,K2-77 b,Transit,,2.300
K2-79,b,K2-79 b,Transit,,3.690
K2-8,b,K2-8 b,Transit,631,3.580
K2-8,c,K2-8 c,Transit,801,2.410
K2-80,b,K2-80 b,Transit,,2.010
K2-80,c,K2-80 c,Transit,,1.470
K2-80,d,K2-80 d,Transit,,2.552
K2-81,b,K2-81 b,Transit,,1.970
K2-83,b,K2-83 b,Transit,,1.244
K2-83,c,K2-83 c,Transit,,1.483
K2-84,b,K2-84 b,Transit,,2.410
K2-84,c,K2-84 c,Transit,,2.030
K2-85,b,K2-85 b,Transit,,1.010
K2-86,b,K2-86 b,Transit,,1.960
K2-87,b,K2-87 b,Transit,979,7.600
K2-88,b,K2-88 b,Transit,,1.230
K2-89,b,K2-89 b,Transit,,0.615
K2-9,b,K2-9 b,Transit,314,2.250
K2-90,b,K2-90 b,Transit,502,2.600
K2-90,c,K2-90 c,Transit,,1.300
K2-91,b,K2-91 b,Transit,,1.100
K2-95,b,K2-95 b,Transit,383,3.880
K2-97,b,K2-97 b,Transit,1499,10.610
K2-98,b,K2-98 b,Transit,1092,5.200
K2-99,b,K2-99 b,Transit,1113,11.730
KELT-1,b,KELT-1 b,Transit,,12.442
KELT-10,b,KELT-10 b,Transit,1377,15.681
KELT-11,b,KELT-11 b,Transit,,15.132
KELT-12,b,KELT-12 b,Transit,1800,19.952
KELT-14,b,KELT-14 b,Transit,1970,19.537
KELT-15,b,KELT-15 b,Transit,,19.504
KELT-16,b,KELT-16 b,Transit,2453,15.861
KELT-17,b,KELT-17 b,Transit,2087,17.094
KELT-18,b,KELT-18 b,Transit,2085,17.598
KELT-19 A,b,KELT-19 A b,Transit,1935,21.409
KELT-2 A,b,KELT-2 A b,Transit,,15.132
KELT-20,b,KELT-20 b,Transit,2262,19.515
KELT-21,b,KELT-21 b,Transit,2051,17.777
KELT-23 A,b,KELT-23 A b,Transit,1561,14.830
KELT-24,b,KELT-24 b,Transit,1459,14.258
KELT-3,b,KELT-3 b,Transit,,17.486
KELT-4 A,b,KELT-4 A b,Transit,1823,19.044
KELT-6,b,KELT-6 b,Transit,,14.572
KELT-6,c,KELT-6 c,Radial Velocity,,
KELT-7,b,KELT-7 b,Transit,,17.934
KELT-8,b,KELT-8 b,Transit,,18.159
KELT-9,b,KELT-9 b,Transit,4050,21.196
KIC 10001893,b,KIC 10001893 b,Orbital Brightness Modulation,,
KIC 10001893,c,KIC 10001893 c,Orbital Brightness Modulation,,
KIC 10001893,d,KIC 10001893 d,Orbital Brightness Modulation,,
KIC 10525077,b,KIC 10525077 b,Transit,,5.500
KIC 3558849,b,KIC 3558849 b,Transit,,6.900
KIC 5095269,b,KIC 5095269 b,Eclipse Timing Variations,,
KIC 5437945,b,KIC 5437945 b,Transit,,6.400
KIC 5951458,b,KIC 5951458 b,Transit,,6.600
KIC 7917485,b,KIC 7917485 b,Pulsation Timing Variations,,
KOI-7892,b,KIC 8540376 b,Transit,,4.100
KOI-7892,c,KIC 8540376 c,Transit,,2.400
KIC 9663113,b,KIC 9663113 b,Transit,,4.600
KMT-2016-BLG-0212L,b,KMT-2016-BLG-0212L b,Microlensing,,
KMT-2016-BLG-1107L,b,KMT-2016-BLG-1107L b,Microlensing,,
KMT-2016-BLG-1397L,b,KMT-2016-BLG-1397L b,Microlensing,,
KMT-2016-BLG-1820L,b,KMT-2016-BLG-1820L b,Microlensing,,
KMT-2016-BLG-1836L,b,KMT-2016-BLG-1836L b,Microlensing,,
KMT-2016-BLG-2142L,b,KMT-2016-BLG-2142L b,Microlensing,,
KMT-2017-BLG-0165L,b,KMT-2017-BLG-0165L b,Microlensing,,
KMT-2017-BLG-1038L,b,KMT-2017-BLG-1038L b,Microlensing,,
KMT-2017-BLG-1146L,b,KMT-2017-BLG-1146L b,Microlensing,,
KMT-2018-BLG-1990L,b,KMT-2018-BLG-1990L b,Microlensing,,
KOI-12,b,KOI-12 b,Transit,,13.787
KOI-1257,b,KOI-1257 b,Transit,511,10.540
KOI-13,b,KOI-13 b,Transit,2550,16.948
KOI-142,b,KOI-142 b,Transit,,3.780
KOI-142,c,KOI-142 c,Transit Timing Variations,,
KOI-1599,c,KOI-1599.01,Transit,,1.900
KOI-1599,b,KOI-1599.02,Transit,,1.900
KOI-1783,b,KOI-1783.01,Transit,,8.860
KOI-1783,c,KOI-1783.02,Transit,,5.440
KOI-217,b,KOI-217 b,Transit,,12.442
KOI-351,b,KOI-351 b,Transit,,1.310
KOI-351,c,KOI-351 c,Transit,,1.190
KOI-351,d,KOI-351 d,Transit,,2.870
KOI-351,e,KOI-351 e,Transit,,2.660
KOI-351,f,KOI-351 f,Transit,,2.880
KOI-351,g,KOI-351 g,Transit,,8.100
KOI-351,h,KOI-351 h,Transit,,11.300
KOI-3680,b,KOI-3680 b,Transit,347,11.097
KOI-55,b,KOI-55 b,Orbital Brightness Modulation,,0.759
KOI-55,c,KOI-55 c,Orbital Brightness Modulation,,0.867
KOI-94,b,KOI-94 b,Transit,1486,1.710
KOI-94,c,KOI-94 c,Transit,1012,4.320
KOI-94,d,KOI-94 d,Transit,806,11.270
KOI-94,e,KOI-94 e,Transit,584,6.560
KPS-1,b,KPS-1 b,Transit,1459,11.545
Kapteyn,c,Kapteyn c,Radial Velocity,,
Kepler-10,b,Kepler-10 b,Transit,2130,1.481
Kepler-10,c,Kepler-10 c,Transit,,
Kepler-100,b,Kepler-100 b,Transit,,1.320
Kepler-100,c,Kepler-100 c,Transit,,2.200
Kepler-100,d,Kepler-100 d,Transit,,1.610
Kepler-1000,b,Kepler-1000 b,Transit,,4.760
Kepler-1001,b,Kepler-1001 b,Transit,,3.150
Kepler-1002,b,Kepler-1002 b,Transit,,1.710
Kepler-1003,b,Kepler-1003 b,Transit,,1.780
Kepler-1004,b,Kepler-1004 b,Transit,,6.280
Kepler-1005,b,Kepler-1005 b,Transit,,1.500
Kepler-1006,b,Kepler-1006 b,Transit,,1.540
Kepler-1007,b,Kepler-1007 b,Transit,,1.440
Kepler-1008,b,Kepler-1008 b,Transit,,1.280
Kepler-1009,b,Kepler-1009 b,Transit,,2.170
Kepler-101,b,Kepler-101 b,Transit,1513,5.770
Kepler-101,c,Kepler-101 c,Transit,1413,1.250
Kepler-1010,b,Kepler-1010 b,Transit,,2.320
Kepler-1011,b,Kepler-1011 b,Transit,,2.870
Kepler-1012,b,Kepler-1012 b,Transit,,1.290
Kepler-1013,b,Kepler-1013 b,Transit,,2.150
Kepler-1014,b,Kepler-1014 b,Transit,,2.390
Kepler-1015,b,Kepler-1015 b,Transit,,3.550
Kepler-1016,b,Kepler-1016 b,Transit,,2.180
Kepler-1016,c,Kepler-1016 c,Transit,,3.680
Kepler-1017,b,Kepler-1017 b,Transit,,1.990
Kepler-1018,b,Kepler-1018 b,Transit,,2.580
Kepler-1019,b,Kepler-1019 b,Transit,,1.460
Kepler-102,b,Kepler-102 b,Transit,,0.470
Kepler-102,c,Kepler-102 c,Transit,,0.580
Kepler-102,d,Kepler-102 d,Transit,,1.180
Kepler-102,e,Kepler-102 e,Transit,,2.220
Kepler-102,f,Kepler-102 f,Transit,,0.880
Kepler-1020,b,Kepler-1020 b,Transit,,2.280
Kepler-1021,b,Kepler-1021 b,Transit,,2.330
Kepler-1022,b,Kepler-1022 b,Transit,,2.360
Kepler-1023,b,Kepler-1023 b,Transit,,2.630
Kepler-1024,b,Kepler-1024 b,Transit,,3.910
Kepler-1025,b,Kepler-1025 b,Transit,,1.980
Kepler-1026,b,Kepler-1026 b,Transit,,2.210
Kepler-1027,b,Kepler-1027 b,Transit,,0.890
Kepler-1028,b,Kepler-1028 b,Transit,,1.330
Kepler-1029,b,Kepler-1029 b,Transit,,1.260
Kepler-103,b,Kepler-103 b,Transit,,3.370
Kepler-103,c,Kepler-103 c,Transit,,5.140
Kepler-1030,b,Kepler-1030 b,Transit,,2.480
Kepler-1031,b,Kepler-1031 b,Transit,,0.870
Kepler-1032,b,Kepler-1032 b,Transit,,1.870
Kepler-1033,b,Kepler-1033 b,Transit,,2.510
Kepler-1034,b,Kepler-1034 b,Transit,,2.260
Kepler-1035,b,Kepler-1035 b,Transit,,1.170
Kepler-1036,b,Kepler-1036 b,Transit,,3.010
Kepler-1037,b,Kepler-1037 b,Transit,,1.280
Kepler-1038,b,Kepler-1038 b,Transit,,3.530
Kepler-1039,b,Kepler-1039 b,Transit,,1.460
Kepler-104,b,Kepler-104 b,Transit,,3.100
Kepler-104,c,Kepler-104 c,Transit,,3.130
Kepler-104,d,Kepler-104 d,Transit,,3.580
Kepler-1040,b,Kepler-1040 b,Transit,,2.080
Kepler-1041,b,Kepler-1041 b,Transit,,2.940
Kepler-1042,b,Kepler-1042 b,Transit,,2.190
Kepler-1043,b,Kepler-1043 b,Transit,,2.550
Kepler-1044,b,Kepler-1044 b,Transit,,2.670
Kepler-1045,b,Kepler-1045 b,Transit,,2.690
Kepler-1046,b,Kepler-1046 b,Transit,,1.710
Kepler-1047,b,Kepler-1047 b,Transit,,2.090
Kepler-1047,c,Kepler-1047 c,Transit,,0.990
Kepler-1048,b,Kepler-1048 b,Transit,,1.610
Kepler-1049,b,Kepler-1049 b,Transit,,0.950
Kepler-105,b,Kepler-105 b,Transit,1418,4.810
Kepler-105,c,Kepler-105 c,Transit,,1.310
Kepler-1050,b,Kepler-1050 b,Transit,,1.600
Kepler-1050,c,Kepler-1050 c,Transit,,1.480
Kepler-1051,b,Kepler-1051 b,Transit,,3.400
Kepler-1052,b,Kepler-1052 b,Transit,,2.930
Kepler-1053,b,Kepler-1053 b,Transit,,0.980
Kepler-1054,b,Kepler-1054 b,Transit,,2.630
Kepler-1055,b,Kepler-1055 b,Transit,,1.230
Kepler-1056,b,Kepler-1056 b,Transit,,3.010
Kepler-1057,b,Kepler-1057 b,Transit,,3.360
Kepler-1058,b,Kepler-1058 b,Transit,,2.720
Kepler-1059,b,Kepler-1059 b,Transit,,1.730
Kepler-106,b,Kepler-106 b,Transit,,0.820
Kepler-106,c,Kepler-106 c,Transit,,2.500
Kepler-106,d,Kepler-106 d,Transit,,0.950
Kepler-106,e,Kepler-106 e,Transit,,2.560
Kepler-1060,b,Kepler-1060 b,Transit,,2.380
Kepler-1061,b,Kepler-1061 b,Transit,,1.980
Kepler-1062,b,Kepler-1062 b,Transit,,1.760
Kepler-1063,b,Kepler-1063 b,Transit,,1.490
Kepler-1064,b,Kepler-1064 b,Transit,,1.550
Kepler-1065,b,Kepler-1065 b,Transit,,3.730
Kepler-1065,c,Kepler-1065 c,Transit,,1.600
Kepler-1066,b,Kepler-1066 b,Transit,,2.360
Kepler-1067,b,Kepler-1067 b,Transit,,0.800
Kepler-1068,b,Kepler-1068 b,Transit,,3.630
Kepler-1069,b,Kepler-1069 b,Transit,,1.600
Kepler-107,b,Kepler-107 b,Transit,1593,1.536
Kepler-107,c,Kepler-107 c,Transit,1379,1.597
Kepler-107,d,Kepler-107 d,Transit,1173,0.860
Kepler-107,e,Kepler-107 e,Transit,955,2.903
Kepler-1070,b,Kepler-1070 b,Transit,,1.730
Kepler-1071,b,Kepler-1071 b,Transit,,2.380
Kepler-1072,b,Kepler-1072 b,Transit,,1.580
Kepler-1073,b,Kepler-1073 b,Transit,,2.300
Kepler-1073,c,Kepler-1073 c,Transit,,1.640
Kepler-1074,b,Kepler-1074 b,Transit,,1.250
Kepler-1075,b,Kepler-1075 b,Transit,,1.420
Kepler-1076,b,Kepler-1076 b,Transit,,0.800
Kepler-1077,b,Kepler-1077 b,Transit,,2.770
Kepler-1078,b,Kepler-1078 b,Transit,,1.900
Kepler-1079,b,Kepler-1079 b,Transit,,1.630
Kepler-108,b,Kepler-108 b,Transit,,8.650
Kepler-108,c,Kepler-108 c,Transit,,8.180
Kepler-1080,b,Kepler-1080 b,Transit,,3.280
Kepler-1081,b,Kepler-1081 b,Transit,,1.010
Kepler-1082,b,Kepler-1082 b,Transit,,1.120
Kepler-1083,b,Kepler-1083 b,Transit,,3.360
Kepler-1084,b,Kepler-1084 b,Transit,,1.110
Kepler-1085,b,Kepler-1085 b,Transit,,7.220
Kepler-1086,b,Kepler-1086 b,Transit,,2.440
Kepler-1086,c,Kepler-1086 c,Transit,,2.940
Kepler-1087,b,Kepler-1087 b,Transit,,0.610
Kepler-1088,b,Kepler-1088 b,Transit,,1.420
Kepler-1089,b,Kepler-1089 b,Transit,,1.830
Kepler-109,b,Kepler-109 b,Transit,,2.370
Kepler-109,c,Kepler-109 c,Transit,,2.520
Kepler-1090,b,Kepler-1090 b,Transit,,2.250
Kepler-1091,b,Kepler-1091 b,Transit,,1.460
Kepler-1092,b,Kepler-1092 b,Transit,,2.070
Kepler-1093,b,Kepler-1093 b,Transit,,1.950
Kepler-1093,c,Kepler-1093 c,Transit,,1.960
Kepler-1094,b,Kepler-1094 b,Transit,,3.180
Kepler-1095,b,Kepler-1095 b,Transit,,1.210
Kepler-1096,b,Kepler-1096 b,Transit,,1.240
Kepler-1097,b,Kepler-1097 b,Transit,,3.260
Kepler-1098,b,Kepler-1098 b,Transit,,1.300
Kepler-1099,b,Kepler-1099 b,Transit,,2.830
